Sex,S,C,Q,Age,Pclass,SibSp,Parch,Fare,Survived
1,0,1,0,27,3,1,0,144542.00,0
1,1,0,0,42,1,1,0,525542.00,1
1,0,1,0,20,3,1,1,157417.00,1
1,1,0,0,21,3,0,0,78542.00,0
1,1,0,0,21,3,0,0,16.10,0
1,1,0,0,61,1,0,0,323208.00,0
1,0,0,1,57,2,0,0,12.35,0
0,1,0,0,21,1,0,0,779583.00,1
1,1,0,0,26,3,0,0,78958.00,0
1,0,0,1,29,3,0,0,77333.00,0
1,1,0,0,80,1,0,0,30.00,1
1,1,0,0,51,3,0,0,70542.00,0
1,0,1,0,32,1,0,0,30.50,1
1,1,0,0,29,1,0,0,0.00,0
0,1,0,0,9,3,3,2,27.90,0
0,1,0,0,28,2,0,0,13.00,1
1,1,0,0,32,3,0,0,7925.00,0
1,1,0,0,31,2,1,1,26.25,0
0,1,0,0,41,3,0,5,396875.00,0
1,1,0,0,29,3,1,0,16.10,0
1,1,0,0,20,3,0,0,78542.00,0
0,0,1,0,24,1,0,0,69.30,1
0,1,0,0,2,3,3,2,27.90,0
1,1,0,0,29,3,0,0,564958.00,1
0,0,1,0,1,3,2,1,192583.00,1
1,0,1,0,48,1,1,0,767292.00,1
1,1,0,0,19,3,0,0,78958.00,0
1,0,1,0,56,1,0,0,35.50,1
1,1,0,0,29,3,0,0,7.55,0
0,1,0,0,23,3,0,0,7.55,1
1,1,0,0,29,3,0,0,78958.00,0
0,1,0,0,18,2,0,1,23.00,1
1,1,0,0,21,3,0,0,84333.00,0
0,0,0,1,29,3,0,0,78292.00,1
0,0,0,1,18,3,0,0,6.75,0
1,1,0,0,24,2,2,0,73.50,0
1,1,0,0,29,3,0,0,78958.00,0
0,0,0,1,32,3,1,1,15.50,0
1,1,0,0,23,2,0,0,13.00,0
1,0,1,0,58,1,0,2,113275.00,0
1,1,0,0,50,1,2,0,133.65,1
1,0,1,0,40,3,0,0,7225.00,0
1,1,0,0,47,1,0,0,255875.00,0
1,1,0,0,36,3,0,0,74958.00,0
1,1,0,0,20,3,1,0,7925.00,1
1,1,0,0,32,2,2,0,73.50,0
1,1,0,0,25,2,0,0,13.00,0
1,1,0,0,29,3,0,0,7775.00,0
1,1,0,0,43,3,0,0,8.05,0
0,1,0,0,29,1,1,0,52.00,1
0,1,0,0,40,2,1,1,39.00,1
1,1,0,0,31,1,1,0,52.00,0
1,1,0,0,70,2,0,0,10.50,0
1,1,0,0,31,2,0,0,13.00,1
1,1,0,0,29,2,0,0,0.00,0
1,1,0,0,18,3,0,0,7775.00,0
1,1,0,0,24,3,0,0,8.05,0
0,1,0,0,18,3,0,0,98417.00,1
0,1,0,0,43,3,1,6,46.90,0
1,0,1,0,36,1,0,1,5123292.00,1
0,0,0,1,29,3,0,0,81375.00,0
1,0,1,0,27,1,0,0,767292.00,1
1,1,0,0,20,3,0,0,9225.00,0
1,1,0,0,14,3,5,2,46.90,0
1,1,0,0,60,2,1,1,39.00,0
1,0,1,0,25,2,1,2,415792.00,0
1,1,0,0,14,3,4,1,396875.00,0
1,1,0,0,19,3,0,0,101708.00,0
1,1,0,0,18,3,0,0,77958.00,0
0,1,0,0,15,1,0,1,2113375.00,1
1,1,0,0,31,1,1,0,57.00,1
0,0,1,0,4,3,0,1,134167.00,1
1,1,0,0,29,3,0,0,564958.00,1
1,0,1,0,25,3,0,0,7225.00,0
1,1,0,0,60,1,0,0,26.55,0
1,1,0,0,52,2,0,0,13.50,0
1,1,0,0,44,3,0,0,8.05,0
0,0,0,1,29,3,0,0,77333.00,1
1,0,1,0,49,1,1,1,1108833.00,0
1,1,0,0,42,3,0,0,7.65,0
0,0,1,0,18,1,1,0,227525.00,1
1,1,0,0,35,1,0,0,262875.00,1
0,0,1,0,18,3,0,1,144542.00,0
1,0,0,1,25,3,0,0,77417.00,0
1,1,0,0,26,3,1,0,78542.00,0
1,1,0,0,39,2,0,0,26.00,0
0,1,0,0,45,2,0,0,13.50,1
1,1,0,0,42,1,0,0,262875.00,1
0,1,0,0,22,1,0,0,151.55,1
1,0,1,0,29,3,1,1,152458.00,1
0,0,1,0,24,1,0,0,495042.00,1
1,1,0,0,29,1,0,0,26.55,0
1,1,0,0,48,1,1,0,52.00,1
1,1,0,0,29,3,0,0,94833.00,0
1,1,0,0,52,2,0,0,13.00,0
1,1,0,0,19,3,0,0,7.65,0
0,0,1,0,38,1,0,0,227525.00,1
0,1,0,0,27,2,0,0,10.50,1
1,0,0,1,29,3,0,0,15.50,0
1,1,0,0,33,3,0,0,7775.00,0
0,1,0,0,6,2,0,1,33.00,1
1,1,0,0,17,3,1,0,70542.00,0
1,1,0,0,34,2,0,0,13.00,0
1,1,0,0,50,2,0,0,13.00,0
1,1,0,0,27,1,1,0,53.10,1
1,1,0,0,20,3,0,0,86625.00,0
0,1,0,0,30,2,3,0,21.00,1
0,0,0,1,29,3,0,0,77375.00,1
1,1,0,0,25,2,1,0,26.00,0
0,1,0,0,25,3,1,0,7925.00,0
0,1,0,0,29,1,0,0,2113375.00,1
1,0,1,0,11,3,0,0,187875.00,0
1,1,0,0,29,2,0,0,0.00,0
1,1,0,0,23,2,0,0,13.00,0
1,1,0,0,23,2,0,0,13.00,0
1,1,0,0,28,3,0,0,16.10,0
0,1,0,0,48,3,1,3,34375.00,0
1,0,1,0,35,1,0,0,5123292.00,1
1,1,0,0,29,3,0,0,78958.00,0
1,1,0,0,29,3,0,0,78958.00,0
1,1,0,0,29,1,0,0,30.00,1
1,1,0,0,36,1,1,0,78.85,0
0,0,1,0,21,1,2,2,262375.00,1
1,1,0,0,24,3,1,0,16.10,0
1,1,0,0,31,3,0,0,7925.00,1
1,1,0,0,70,1,1,1,71.00,0
1,1,0,0,16,3,1,1,20.25,0
0,1,0,0,30,2,0,0,13.00,1
1,1,0,0,19,1,1,0,53.10,0
1,0,0,1,31,3,0,0,7.75,0
0,1,0,0,4,2,1,1,23.00,1
1,1,0,0,6,3,0,1,12475.00,1
1,1,0,0,33,3,0,0,9.50,0
1,1,0,0,23,3,0,0,78958.00,0
0,1,0,0,48,2,1,2,65.00,1
1,1,0,0,1,2,1,1,14.50,1
1,1,0,0,28,3,0,0,77958.00,0
1,1,0,0,18,2,0,0,11.50,0
1,1,0,0,34,3,0,0,8.05,0
0,1,0,0,33,1,0,0,86.50,1
1,1,0,0,29,3,0,0,14.50,0
1,1,0,0,41,3,0,0,7125.00,0
1,0,1,0,20,3,0,0,72292.00,1
0,1,0,0,36,1,1,2,120.00,1
1,1,0,0,16,3,0,0,7775.00,0
0,1,0,0,51,1,1,0,779583.00,1
1,0,1,0,29,1,0,0,39.60,0
0,0,0,1,30,3,0,0,7.75,0
1,0,0,1,29,3,1,0,24.15,0
1,1,0,0,32,3,0,0,83625.00,0
1,1,0,0,24,3,0,0,9.50,0
1,1,0,0,48,3,0,0,78542.00,0
0,1,0,0,57,2,0,0,10.50,0
1,0,1,0,29,3,0,0,7225.00,0
0,1,0,0,54,2,1,3,23.00,1
1,1,0,0,18,3,0,0,7.75,0
1,0,0,1,29,3,0,0,7.75,0
0,1,0,0,5,3,0,0,12475.00,1
1,0,0,1,29,3,0,0,77375.00,0
0,1,0,0,43,1,0,1,2113375.00,1
0,0,1,0,13,3,0,0,72292.00,1
0,1,0,0,17,1,1,0,57.00,1
1,1,0,0,29,1,0,0,30.00,0
1,1,0,0,29,3,1,2,23.45,0
1,1,0,0,25,3,0,0,7.05,0
1,1,0,0,25,3,0,0,7.25,0
0,1,0,0,18,3,0,0,74958.00,1
1,0,0,1,8,3,4,1,29125.00,0
1,1,0,0,1,3,1,2,20575.00,1
1,0,1,0,46,1,0,0,79.20,0
1,0,0,1,29,3,0,0,7.75,0
1,1,0,0,16,2,0,0,26.00,0
0,1,0,0,29,3,8,2,69.55,0
1,0,1,0,29,1,0,0,306958.00,0
1,1,0,0,25,3,0,0,78958.00,0
1,1,0,0,39,2,0,0,13.00,0
0,1,0,0,49,1,0,0,259292.00,1
0,1,0,0,31,3,0,0,86833.00,1
1,0,1,0,30,3,0,0,72292.00,0
0,1,0,0,30,3,1,1,24.15,0
1,1,0,0,34,2,0,0,13.00,0
0,1,0,0,31,2,1,1,26.25,1
1,1,0,0,11,1,1,2,120.00,1
1,0,1,0,1,3,0,1,85167.00,1
1,1,0,0,27,3,0,0,6975.00,1
1,1,0,0,31,3,0,0,7775.00,0
1,1,0,0,39,1,0,0,0.00,0
0,1,0,0,18,3,0,0,7775.00,0
1,1,0,0,39,2,0,0,13.00,0
0,1,0,0,33,1,1,0,53.10,1
1,1,0,0,26,3,0,0,78875.00,0
1,1,0,0,39,3,0,0,24.15,0
1,1,0,0,35,2,0,0,10.50,0
0,1,0,0,6,3,4,2,31275.00,0
1,1,0,0,30,3,0,0,8.05,0
1,1,0,0,29,1,0,0,0.00,0
0,1,0,0,23,3,0,0,7925.00,0
1,0,1,0,31,2,1,1,370042.00,0
1,1,0,0,43,3,0,0,6.45,0
1,1,0,0,10,3,3,2,27.90,0
0,1,0,0,52,1,1,1,93.50,1
1,1,0,0,27,3,0,0,86625.00,1
1,1,0,0,38,1,0,0,0.00,0
0,1,0,0,27,3,0,1,12475.00,1
1,1,0,0,2,3,4,1,396875.00,0
1,0,0,1,29,3,0,0,6.95,0
1,1,0,0,29,3,0,0,564958.00,0
1,0,1,0,1,2,0,2,370042.00,1
1,0,0,1,29,3,0,0,7.75,1
0,0,0,1,62,1,0,0,80.00,1
0,0,1,0,15,3,1,0,144542.00,1
1,1,0,0,1,2,1,1,18.75,1
1,0,1,0,29,3,0,0,72292.00,0
1,1,0,0,23,3,0,0,78542.00,0
1,1,0,0,18,3,0,0,8.30,0
0,0,1,0,39,1,1,1,831583.00,1
1,1,0,0,21,3,0,0,86625.00,0
1,1,0,0,29,3,0,0,8.05,0
1,1,0,0,32,3,0,0,564958.00,1
1,0,1,0,29,1,0,0,29.70,1
1,1,0,0,20,3,0,0,7925.00,0
1,1,0,0,16,2,0,0,10.50,0
0,0,1,0,30,1,0,0,31.00,1
1,0,1,0,35,3,0,0,64375.00,0
1,1,0,0,17,3,0,0,86625.00,0
1,1,0,0,42,3,0,0,7.55,0
1,1,0,0,29,3,8,2,69.55,0
1,0,1,0,35,3,0,0,78958.00,0
1,1,0,0,28,2,0,1,33.00,0
0,0,1,0,29,1,1,0,891042.00,1
1,1,0,0,4,3,4,2,31275.00,0
1,1,0,0,74,3,0,0,7775.00,0
0,0,1,0,9,3,1,1,152458.00,0
0,1,0,0,16,1,0,1,39.40,1
0,1,0,0,44,2,1,0,26.00,0
0,1,0,0,18,3,0,1,9.35,1
0,1,0,0,45,1,1,1,1648667.00,1
1,1,0,0,51,1,0,0,26.55,1
0,0,1,0,24,3,0,3,192583.00,1
1,0,1,0,29,3,0,0,72292.00,0
1,1,0,0,41,3,2,0,141083.00,0
1,1,0,0,21,2,1,0,11.50,0
0,1,0,0,48,1,0,0,259292.00,1
0,1,0,0,29,3,8,2,69.55,0
1,1,0,0,24,2,0,0,13.00,0
0,1,0,0,42,2,0,0,13.00,1
0,0,1,0,27,2,1,0,138583.00,1
1,1,0,0,31,1,0,0,504958.00,0
1,1,0,0,29,3,0,0,9.50,0
1,1,0,0,4,3,1,1,111333.00,1
1,1,0,0,26,3,0,0,78958.00,0
0,1,0,0,47,1,1,1,525542.00,1
1,1,0,0,33,1,0,0,5.00,0
1,1,0,0,47,3,0,0,9.00,0
0,0,1,0,28,2,1,0,24.00,1
0,0,1,0,15,3,0,0,7225.00,1
1,1,0,0,20,3,0,0,98458.00,0
1,1,0,0,19,3,0,0,78958.00,0
1,1,0,0,29,3,0,0,78958.00,0
0,0,1,0,56,1,0,1,831583.00,1
0,1,0,0,25,2,0,1,26.00,1
1,1,0,0,33,3,0,0,78958.00,0
0,1,0,0,22,3,0,0,105167.00,0
1,1,0,0,28,2,0,0,10.50,0
1,1,0,0,25,3,0,0,7.05,0
0,0,0,1,39,3,0,5,29125.00,0
1,1,0,0,27,2,0,0,13.00,0
0,1,0,0,19,1,0,0,30.00,1
0,1,0,0,29,3,1,2,23.45,0
1,0,1,0,26,1,0,0,30.00,1
1,0,0,1,32,3,0,0,7.75,0
